item,itemLabel
http://www.wikidata.org/entity/Q102617,Benjamin Herrmann
http://www.wikidata.org/entity/Q103174,Ottokar Runze
http://www.wikidata.org/entity/Q103917,Steven Soderbergh
http://www.wikidata.org/entity/Q103946,Kiefer Sutherland
http://www.wikidata.org/entity/Q104081,Mickey Rooney
http://www.wikidata.org/entity/Q104266,Mel Brooks
http://www.wikidata.org/entity/Q104372,Doris Day
http://www.wikidata.org/entity/Q104807,Adolf Winkelmann
http://www.wikidata.org/entity/Q105118,Sidney Sheldon
http://www.wikidata.org/entity/Q105221,Dan Aykroyd
http://www.wikidata.org/entity/Q105660,Holly Hunter
http://www.wikidata.org/entity/Q105987,Charles Boyer
http://www.wikidata.org/entity/Q106465,John Grisham
http://www.wikidata.org/entity/Q106508,Gérard Depardieu
http://www.wikidata.org/entity/Q107069,Chris O’Donnell
http://www.wikidata.org/entity/Q107249,Tony Shalhoub
http://www.wikidata.org/entity/Q107404,Steve Miner
http://www.wikidata.org/entity/Q107649,Christian Becker
http://www.wikidata.org/entity/Q107730,Vince Vaughn
http://www.wikidata.org/entity/Q108510,James Garner
http://www.wikidata.org/entity/Q108935,Mary Steenburgen
http://www.wikidata.org/entity/Q111498,Ralf Husmann
http://www.wikidata.org/entity/Q112756,Veit Heiduschka
http://www.wikidata.org/entity/Q115055,David Geffen
http://www.wikidata.org/entity/Q116496,Michael Bogdanov
http://www.wikidata.org/entity/Q121062,Alfred Biolek
http://www.wikidata.org/entity/Q125017,Uma Thurman
http://www.wikidata.org/entity/Q127800,Michelle MacLaren
http://www.wikidata.org/entity/Q129079,Paul Verhoeven
http://www.wikidata.org/entity/Q131685,Criss Angel
http://www.wikidata.org/entity/Q132952,Adam Sandler
http://www.wikidata.org/entity/Q134064,Scott A. Williams
http://www.wikidata.org/entity/Q134183,Magic Johnson
http://www.wikidata.org/entity/Q134333,Roger Moore
http://www.wikidata.org/entity/Q136971,Mykola Kniazhytskyi
http://www.wikidata.org/entity/Q139602,Ali LeRoi
http://www.wikidata.org/entity/Q143230,Lorenzo Music
http://www.wikidata.org/entity/Q152208,Gisele Bündchen
http://www.wikidata.org/entity/Q162092,Jack Good
http://www.wikidata.org/entity/Q165828,Vincent McEveety
http://www.wikidata.org/entity/Q169452,Shaquille O’Neal
http://www.wikidata.org/entity/Q175535,Matt Damon
http://www.wikidata.org/entity/Q178387,Winrich Kolbe
http://www.wikidata.org/entity/Q179877,Jonathan M. Shiff
http://www.wikidata.org/entity/Q181677,George R. R. Martin
http://www.wikidata.org/entity/Q183031,Garrison Keillor
http://www.wikidata.org/entity/Q183141,Peter Berg
http://www.wikidata.org/entity/Q184572,Martin Sheen
http://www.wikidata.org/entity/Q186304,Kim Kardashian
http://www.wikidata.org/entity/Q186757,Seth Green
http://www.wikidata.org/entity/Q188137,J. J. Abrams
http://www.wikidata.org/entity/Q191716,Gene Roddenberry
http://www.wikidata.org/entity/Q194419,Richard Branson
http://www.wikidata.org/entity/Q200261,Tom Welling
http://www.wikidata.org/entity/Q202589,Cillian Murphy
http://www.wikidata.org/entity/Q203047,Richard Dean Anderson
http://www.wikidata.org/entity/Q203804,Tim Roth
http://www.wikidata.org/entity/Q205456,Theo van Gogh
http://www.wikidata.org/entity/Q206112,Willie Nelson
http://www.wikidata.org/entity/Q209662,Lucille Ball
http://www.wikidata.org/entity/Q211974,Silvio Narizzano
