writer	producer	coop
nm1000115	nm1700029	1
nm1000125	nm0873104	1
nm1000125	nm2175494	1
nm1000302	nm0777372	1
nm1000302	nm0935631	2
nm1001145	nm0732472	1
nm1001145	nm0796928	1
nm1001145	nm1244330	1
nm1001145	nm1340224	2
nm1001155	nm0215973	1
nm1001155	nm0625950	3
nm1001155	nm0673400	1
nm1001155	nm0732206	1
nm10019325	nm0696856	1
nm1002023	nm0187351	4
nm1002023	nm0213928	1
nm1002023	nm0341145	1
nm1002023	nm0461799	2
nm1002023	nm0918657	1
nm1002023	nm3899833	1
nm10024921	nm10044703	1
nm10024921	nm10306150	1
nm1002812	nm1270350	1
nm1003202	nm0163639	1
nm1003202	nm0477230	1
nm1003202	nm1420267	1
nm1003202	nm2027168	1
nm10034072	nm10044703	1
nm10034072	nm10306150	1
nm1003435	nm0326177	1
nm1003636	nm0115751	1
nm1003636	nm0159253	1
nm1003798	nm0287912	1
nm1003798	nm0691540	1
nm1003809	nm0641609	1
nm1003809	nm1332870	1
nm1003809	nm1703758	1
nm1003809	nm2036776	1
nm1003809	nm4412024	1
nm1003826	nm0097004	1
nm1003826	nm0242896	1
nm1003826	nm0573573	1
nm1003826	nm0588612	2
nm1003826	nm0663197	1
nm1003826	nm1027122	1
nm1003843	nm0210686	1
nm1003843	nm0704621	1
nm1003843	nm1660886	1
nm1004034	nm0006400	1
nm1004034	nm0213323	1
nm1004034	nm0755289	1
nm1004299	nm0215973	1
nm1004299	nm0264248	4
nm1004299	nm0341145	2
nm1004299	nm0408417	1
nm1004299	nm0443040	1
nm1004299	nm0458868	2
nm1004299	nm0472477	1
nm1004299	nm0571202	3
nm1004299	nm0665494	1
nm1004299	nm0710787	1
nm1004299	nm0799047	1
nm1004299	nm0904201	2
nm1004299	nm0919108	1
nm1004299	nm0929955	2
nm1004299	nm1558784	9
nm1004299	nm1692438	1
nm1004299	nm2153315	2
nm1004299	nm2554297	3
nm1004299	nm3657135	1
nm1004299	nm4270072	1
nm10047045	nm2248284	1
nm1005095	nm0738526	1
nm1005180	nm0138588	1
nm1005180	nm0184596	1
nm1005180	nm0295907	1
nm1005420	nm0331397	4
nm1005420	nm0496556	1
nm1006166	nm0199733	1
nm1006730	nm0449189	1
nm1006730	nm0589412	1
nm1006730	nm0826291	1
nm10076198	nm5582044	1
nm10076279	nm11430903	1
nm10076279	nm4904601	1
nm10076279	nm6101976	2
nm10076279	nm9361732	2
nm1008217	nm0066582	1
nm1008217	nm0269025	1
nm1008217	nm0366818	1
nm1008217	nm0536841	1
nm1008217	nm1016998	3
nm1008217	nm1147563	1
nm1008217	nm1488064	2
nm1008217	nm2186058	1
nm1009978	nm0525831	1
nm1009978	nm0866082	1
nm1009978	nm1072208	1
nm1010032	nm0172670	2
nm1010032	nm0188312	2
nm1010032	nm0475465	1
nm1010102	nm0691540	1
nm1010540	nm0002339	2
nm1010540	nm0111391	1
nm1010540	nm0115751	3
nm1010540	nm0139283	1
nm1010540	nm0167708	1
nm1010540	nm0406501	2
nm1010540	nm0484992	1
nm1010540	nm0806667	1
nm1010540	nm0877875	1
nm1010540	nm0948833	3
nm1010949	nm1334133	1
nm1010949	nm1691098	1
nm1010971	nm1343696	1
nm1011440	nm1273119	1
nm10117266	nm0687254	1
nm10117266	nm0932144	1
nm10117266	nm3934099	1
nm1011786	nm0691540	1
nm1011786	nm2448723	1
nm1011977	nm0073081	1
nm10128614	nm6579366	1
nm10134906	nm11251367	1
nm1013910	nm0048859	2
nm1013910	nm0299263	1
nm1014167	nm0641609	1
nm1014167	nm0808329	1
nm1014167	nm1230683	1
nm1014174	nm0808329	1
nm1014174	nm1106444	1
nm1014174	nm1334133	1
nm1014187	nm0057896	1
nm1014187	nm3250348	1
nm1014199	nm0420246	1
nm1014200	nm0159009	1
nm1014200	nm0402804	1
nm1014207	nm0187351	1
nm1014207	nm0217907	1
nm1014207	nm0458318	1
nm1014207	nm0765956	2
nm1014365	nm0098073	1
nm1014365	nm0099002	1
nm1014801	nm0125024	1
nm1014801	nm0366818	2
nm1014801	nm0589696	2
nm1014801	nm0641179	1
nm1014801	nm2005879	1
nm10148463	nm1355362	1
nm1015106	nm0098073	1
nm1015106	nm0099002	1
nm10154134	nm0002584	1
nm10154134	nm3640424	1
nm1016149	nm0100152	1
nm1016149	nm0480804	1
nm1016333	nm0120177	1
nm1016333	nm0912857	1
nm10169922	nm6707194	1
nm1017117	nm0485130	1
nm1017117	nm2870739	1
nm1017630	nm0691540	1
nm1017630	nm1657743	1
nm1017630	nm2448723	1
nm1017630	nm2649171	1
nm10177849	nm11099511	1
nm10177849	nm2902621	1
nm1017827	nm0058454	1
nm1017827	nm0076987	2
nm1017827	nm0128147	2
nm1017827	nm0328738	2
nm1017827	nm0353456	2
nm1017827	nm0700081	1
nm1017827	nm0804759	3
nm1017827	nm1334075	1
nm1017827	nm2077866	1
nm1017827	nm2960893	1
nm1017827	nm3950233	1
nm1018092	nm0122911	1
nm1018092	nm0133773	1
nm1018092	nm0219983	1
nm1018092	nm0227261	1
nm1018092	nm0321334	2
nm1018092	nm1602122	1
nm1018524	nm0287912	1
nm10185386	nm5893263	1
nm10185386	nm8822932	2
nm1019498	nm1224918	1
nm1019641	nm0287912	1
nm1020893	nm0287912	1
nm1020896	nm1652456	2
nm1020908	nm0287912	1
nm1021262	nm0153737	1
nm1021514	nm0632350	1
nm1022691	nm0089989	1
nm1022691	nm0119946	3
nm1022691	nm0133150	3
nm1022691	nm3301854	1
nm1024151	nm0004447	1
nm1024310	nm0387920	1
nm1024321	nm7650437	1
nm10244092	nm0739099	1
nm10246832	nm0706228	1
nm10249912	nm10311783	1
nm1025918	nm0036896	2
nm1025918	nm0326837	1
nm1025918	nm0493778	1
nm1025918	nm0543128	1
nm1025918	nm0555684	1
nm1025918	nm0738545	1
nm1025918	nm0825190	1
nm1026527	nm1818058	1
nm1026527	nm5960234	1
nm1027060	nm0083039	2
nm1027060	nm0490868	1
nm1027107	nm0126290	1
nm1027637	nm0732472	1
nm1027637	nm0796928	1
nm1027637	nm1244330	1
nm1027637	nm1340224	2
nm1027711	nm0873104	1
nm1027711	nm2175494	1
nm1028302	nm0048855	1
nm1028302	nm2671078	1
nm10284855	nm0437987	1
nm10284855	nm1329138	1
nm1028558	nm0529175	3
nm1028558	nm0649715	1
nm1028558	nm1027122	1
nm1028558	nm1034887	2
nm1028558	nm2214628	2
nm10285901	nm9040465	1
nm10285901	nm9040466	1
nm10288000	nm0488287	1
nm1030464	nm0961373	1
nm10306257	nm10044703	1
nm10306257	nm10306150	1
nm1031198	nm0596867	1
nm1031198	nm0710662	2
nm1031554	nm0738700	1
nm1031878	nm0213928	1
nm1031878	nm0319685	1
nm1031878	nm0541703	1
nm1031878	nm0548932	1
nm1031878	nm0704621	1
nm1031878	nm0774019	1
nm1031878	nm0795288	1
nm1031878	nm0823068	1
nm1031878	nm0886628	1
nm1031878	nm0904201	1
nm1033788	nm1703778	1
nm10343802	nm8512064	2
nm10343802	nm8839698	1
nm10343802	nm8923932	1
nm1034979	nm0240548	1
nm1034979	nm1334218	1
nm1034979	nm1737868	1
nm10366772	nm10366773	1
nm10369399	nm10369398	1
nm1037485	nm0234639	1
nm1037485	nm0437987	1
nm1037485	nm0502824	1
nm1037777	nm0358935	1
nm1037811	nm0628255	1
nm1037986	nm0000225	2
nm1038093	nm0438382	2
nm1038093	nm0875486	1
nm1038120	nm0057463	1
nm1038120	nm0114011	1
nm1038120	nm0213928	1
nm1038120	nm0823068	2
nm1038181	nm0140078	2
nm1038181	nm0178381	1
nm1038181	nm0335344	2
nm1038181	nm0957670	1
nm1038181	nm1373881	1
nm1038876	nm0556163	1
nm1038876	nm1703778	1
nm1038876	nm1776772	1
nm10391995	nm9584321	1
nm1039373	nm0200637	2
nm1039374	nm0200637	2
nm10403490	nm0213928	2
nm10413133	nm10309674	1
nm10413133	nm3466745	1
nm10413133	nm4450665	1
nm10413133	nm8097440	1
nm1041459	nm0135235	2
nm1041459	nm0178381	2
nm1041459	nm0335344	1
nm1041459	nm0664176	2
nm1041459	nm0842488	1
nm1041459	nm0929955	2
nm1041459	nm1063802	1
nm1041459	nm1206844	1
nm1041459	nm2385621	1
nm1041475	nm0278129	2
nm1041475	nm0529175	1
nm1041475	nm0572633	1
nm1041475	nm0808161	1
nm1041475	nm1034887	1
nm1041475	nm1802537	1
nm1041475	nm2214628	1
nm1042589	nm0187351	1
nm1042589	nm0461799	2
nm1042589	nm0832263	1
nm1042589	nm3899833	1
nm1042656	nm1038305	2
nm1044098	nm0168655	1
nm1044098	nm0194961	3
nm1044098	nm1123335	1
nm1044428	nm0004428	1
nm1044428	nm0135235	2
nm1044428	nm0178381	2
nm1044428	nm0335344	2
nm1044428	nm0664176	2
nm1044428	nm0929955	2
nm1044428	nm1206844	1
nm1044428	nm1373881	1
nm1044428	nm2385621	1
nm1044428	nm2875278	1
nm1044428	nm3112748	1
nm1044431	nm2475382	1
nm1044494	nm0054497	1
nm1044494	nm0326837	1
nm1044494	nm0588612	3
nm1044494	nm0663197	1
nm1044494	nm0705891	3
nm1044494	nm0738545	1
nm1044494	nm3967923	2
nm1045048	nm1222066	1
nm1045621	nm0016074	1
nm1045621	nm1333905	1
nm1045621	nm1334133	1
nm1046827	nm0715836	1
nm1046981	nm1222066	1
nm1047700	nm1106444	1
nm1047700	nm1222476	1
nm1047700	nm1230683	1
nm10486973	nm0657572	1
nm10486973	nm1590309	1
nm10489518	nm0159009	1
nm1049087	nm1222066	1
nm1049102	nm1790790	1
nm1049102	nm2663965	2
nm1049335	nm0119946	1
nm1049335	nm0133150	1
nm1049335	nm0608005	1
nm1050211	nm0410824	1
nm1052034	nm0774019	1
nm1053635	nm0675745	1
nm1053841	nm0111391	2
nm1053841	nm0115751	5
nm1053841	nm0704054	2
nm1053841	nm0704621	3
nm1053841	nm1003469	2
nm1053841	nm1029384	1
nm1053841	nm1653862	1
nm1054604	nm0004634	2
nm1054832	nm0628180	1
nm1054832	nm0777372	1
nm1054832	nm0825217	1
nm1054832	nm0935631	2
nm1054832	nm1052109	1
nm10551634	nm0215973	1
nm10551634	nm0625950	1
nm1055467	nm0456631	1
nm1056239	nm1262986	1
nm1056414	nm0250621	1
nm1056414	nm0770429	1
nm1056414	nm2622401	1
nm1056414	nm4098828	1
nm1058029	nm1014957	1
nm10581811	nm5105825	1
nm1059242	nm0140764	1
nm1060641	nm3606994	1
nm1061148	nm0319666	1
nm1061148	nm1103601	1
nm10613549	nm10311783	1
nm10615481	nm0056205	1
nm10615481	nm0501728	1
nm1061622	nm0475465	4
nm1061622	nm1738781	3
nm1061823	nm0319685	1
nm1061887	nm0130814	1
nm1061887	nm0371393	2
nm1061887	nm0644872	1
nm1061887	nm0918666	2
nm1061887	nm1224918	2
nm1061887	nm1270350	2
nm10632516	nm1334133	1
nm1063778	nm1704951	1
nm1064117	nm0135235	2
nm1064117	nm0341952	1
nm1064117	nm0352471	4
nm1064117	nm0934855	1
nm1064117	nm1332931	1
nm1064117	nm2186058	1
nm1064117	nm2358277	1
nm1064117	nm3682921	1
nm1064772	nm0152640	1
nm1065725	nm0004428	2
nm1065725	nm0004634	1
nm1065725	nm0283234	1
nm1065725	nm0458868	1
nm1065725	nm0697877	2
nm1065725	nm1466598	1
nm1065725	nm2715597	1
nm1066391	nm0135235	1
nm1066391	nm0395271	1
nm1066391	nm0576182	1
nm1066391	nm0821417	1
nm1066391	nm0887184	1
nm1066391	nm1333357	1
nm10677408	nm0388112	1
nm1067912	nm0155739	1
nm1067912	nm0468860	1
nm1068213	nm0395924	1
nm1068213	nm0438309	1
nm1068213	nm0644872	1
nm1068213	nm0918666	2
nm1068423	nm0073766	2
nm1068423	nm0195464	1
nm1068423	nm0275234	1
nm1068423	nm0438309	1
nm1068423	nm0438432	2
nm1068424	nm0073766	2
nm1068424	nm0195464	1
nm1068424	nm0275234	1
nm1068424	nm0438309	1
nm1068424	nm0438432	2
nm1068477	nm0879245	1
nm1072116	nm0732472	1
nm1072116	nm0796928	1
nm1072116	nm2479051	1
nm1072185	nm0331397	1
nm1072409	nm0616793	1
nm1072409	nm7807331	1
nm1072410	nm0278129	1
nm1072410	nm0510937	1
nm1072410	nm0673944	1
nm1072410	nm1802537	1
nm1072572	nm0200637	1
nm1072572	nm0321334	1
nm1072572	nm1273063	3
nm1072572	nm2605110	1
nm1072713	nm0338814	1
nm1072798	nm0340495	1
nm1074122	nm0687254	1
nm1074156	nm0069072	4
nm1074156	nm0168755	2
nm1074156	nm0237720	4
nm1074156	nm0242896	1
nm1074156	nm0914740	1
nm1074156	nm0915748	1
nm10744946	nm0200380	1
nm10744946	nm0706228	1
nm1074940	nm7707183	1
nm10751561	nm10428278	1
nm1075193	nm0069072	1
nm1075193	nm0237720	1
nm1077244	nm2040270	1
nm10772858	nm0122693	1
nm10772858	nm0379095	1
nm1078938	nm0437987	1
nm10804276	nm0164626	1
nm1080564	nm0456631	4
nm10811624	nm0923419	1
nm10811624	nm2502246	2
nm1081277	nm1244330	1
nm1081277	nm1340224	3
nm1081625	nm0406220	1
nm1082685	nm0269025	2
nm1082685	nm0271090	1
nm1082685	nm0838810	1
nm1082685	nm1016998	3
nm1082685	nm1488064	3
nm1082685	nm2303604	1
nm10837035	nm1063802	1
nm1084228	nm0002349	2
nm1084228	nm0073081	1
nm1084228	nm0141502	1
nm1084228	nm1092388	1
nm1084228	nm2541151	1
nm1084228	nm3268507	1
nm10851472	nm10851473	1
nm10853200	nm10853229	1
nm10866559	nm10474082	1
nm10871909	nm10843561	1
nm10871909	nm10843562	1
nm1088908	nm1273119	1
nm1088908	nm1334133	1
nm1089437	nm1273119	1
nm1089569	nm0080521	1
nm1089569	nm4159635	1
nm1089569	nm5649054	1
nm1090179	nm1329138	1
nm1090637	nm0406220	1
nm1091301	nm0004627	1
nm1091301	nm0637833	4
nm1091301	nm0919043	1
nm1091301	nm2388413	2
nm1091546	nm0400233	1
nm1091546	nm0663764	1
nm10930553	nm10428278	1
nm10930554	nm10428278	1
nm1093194	nm0406220	1
nm1093194	nm0753382	1
nm1093194	nm0929955	2
nm1093194	nm0932144	1
nm1093194	nm2204043	2
nm1093233	nm1006066	1
nm1093233	nm2262988	1
nm1093233	nm6045762	1
nm1093233	nm6046068	1
nm1093513	nm0004634	1
nm1093513	nm0299263	2
nm1093513	nm0705891	4
nm1093513	nm0826737	1
nm1093687	nm1077721	2
nm1094792	nm0539103	2
nm1094792	nm0815432	2
nm1095060	nm0739099	1
nm1096313	nm0000776	1
nm1096313	nm0948833	1
nm1096313	nm7162046	1
nm1098221	nm0096897	1
nm1098221	nm0162722	4
nm1098221	nm0754978	1
nm1098221	nm0820310	1
nm1098221	nm1373880	2
nm1098221	nm3689180	4
nm10982868	nm0152113	1
nm10982868	nm3606994	1
nm1098479	nm1396043	1
nm1098479	nm1646810	1
nm1098479	nm4621191	1
nm10988867	nm0541812	1
nm1099663	nm1121990	2
nm1099663	nm4163948	1
nm1100186	nm0073929	1
nm1100186	nm1994788	1
nm1100186	nm2298402	2
nm11024615	nm10428278	1
nm1102898	nm0394001	1
nm1104036	nm0277204	1
nm1104036	nm1738781	2
nm1104057	nm0287400	1
nm1104059	nm0240828	1
nm1104059	nm0567993	1
nm1104059	nm0605600	1
nm1104059	nm1106444	1
nm1104059	nm1334133	1
nm1104059	nm2795988	1
nm1104505	nm0172381	1
nm1104505	nm0382282	2
nm1104505	nm0673400	2
nm1104505	nm0851740	1
nm1104506	nm0006593	1
nm1104506	nm0079074	1
nm1104506	nm0322219	1
nm1104506	nm0491126	1
nm1104506	nm0650381	1
nm1104506	nm0781230	1
nm11046821	nm0343523	1
nm11046821	nm0994848	1
nm11048200	nm11048485	1
nm11051654	nm11251367	1
nm1105215	nm0961373	1
nm1105358	nm0240828	1
nm1105358	nm0961373	1
nm1105358	nm1106444	1
nm1105358	nm1273119	1
nm1106214	nm0121353	2
nm1106214	nm5838621	1
nm1107458	nm0448508	1
nm1107458	nm0961373	1
nm1107458	nm1273119	1
nm1107639	nm0537164	1
nm1107925	nm1803689	1
nm1108104	nm0057463	6
nm1108104	nm0080021	1
nm1108104	nm0213928	10
nm1108104	nm0248580	1
nm1108104	nm0504716	2
nm1108104	nm0731506	1
nm1108246	nm0319666	1
nm1108246	nm0352471	1
nm1108246	nm0842488	1
nm1108246	nm2358277	1
nm1108246	nm3682921	1
nm1108368	nm0363599	4
nm1108368	nm0386832	2
nm1108368	nm0395924	1
nm1108368	nm0438309	2
nm1108368	nm0587571	1
nm1108368	nm1048942	1
nm1108368	nm3696673	1
nm1109145	nm0135235	1
nm1109145	nm0137639	1
nm1109145	nm0140764	1
nm1109145	nm0159009	1
nm1109145	nm0168747	1
nm1109145	nm0200637	1
nm1109145	nm0217907	1
nm1109145	nm0313514	1
nm1109145	nm0932144	1
nm1110140	nm0130574	1
nm1110140	nm0135235	1
nm1110140	nm0140764	1
nm1110140	nm0159009	1
nm1110140	nm0168747	3
nm1110140	nm0313514	1
nm1110140	nm0738700	1
nm1110140	nm0941147	1
nm1110140	nm2336731	1
nm1110140	nm2428141	2
nm11105435	nm11091194	1
nm1110844	nm0397500	1
nm1110844	nm0800358	1
nm1110844	nm1522325	1
nm1110844	nm3513608	1
nm1112369	nm0270966	2
nm1112369	nm0806914	1
nm1112464	nm0002592	1
nm1112464	nm0197703	1
nm1112464	nm0413112	1
nm1112464	nm0529175	1
nm1112464	nm0842298	2
nm1112464	nm1034887	1
nm1112464	nm1430258	1
nm1112464	nm1737974	1
nm1112464	nm1834283	1
nm1112464	nm2214628	1
nm1113415	nm0425071	1
nm1113415	nm1032260	1
nm1113953	nm0425071	1
nm1113953	nm1032260	1
nm1114240	nm0004055	3
nm1114240	nm0437987	1
nm1114240	nm0850386	2
nm1114695	nm0162722	1
nm1114772	nm0426177	2
nm1114772	nm0744431	1
nm1115471	nm0350225	1
nm1117226	nm0319391	1
nm1117226	nm0741445	1
nm1117226	nm1959955	1
nm11173118	nm1740299	1
nm11173118	nm7092221	1
nm1117707	nm0213928	1
nm1117707	nm0439986	1
nm1117707	nm0665494	1
nm1117707	nm0887184	1
nm1117707	nm1936920	1
nm1117707	nm1976860	1
nm1117707	nm2118749	1
nm1118282	nm0658402	1
nm1118845	nm0313514	1
nm1118845	nm0555684	1
nm1118845	nm1064127	1
nm1118885	nm0122693	1
nm1118885	nm0379095	1
nm1119038	nm0022417	1
nm1119038	nm0130574	2
nm1119038	nm0410516	1
nm1119038	nm0527167	2
nm1119038	nm0614441	1
nm1119038	nm0887184	1
nm1119038	nm0919043	1
nm1119038	nm4550390	1
nm1119450	nm0713753	1
nm1119450	nm4146781	1
nm11196665	nm11251367	1
nm1120513	nm0543128	1
nm11218199	nm0941147	1
nm1121978	nm0705891	2
nm1121978	nm1861274	1
nm1121978	nm2582069	1
nm1122050	nm0057896	1
nm1122050	nm1106444	1
nm1122050	nm1212523	1
nm1122050	nm1222066	2
nm1122050	nm1305228	1
nm1122050	nm1333905	2
nm1122050	nm1343696	1
nm1122050	nm1928189	1
nm1122050	nm2700492	1
nm1123621	nm0054174	1
nm1123621	nm1264807	1
nm11245240	nm0994398	1
nm1125049	nm0122911	2
nm1125049	nm0143984	1
nm1125049	nm0168747	1
nm1125049	nm0516623	1
nm1125049	nm0665494	1
nm1125049	nm0817831	2
nm1125049	nm2021590	1
nm1125049	nm2336731	1
nm1125275	nm0122251	1
nm1125275	nm0146529	1
nm1125275	nm0230361	1
nm1125275	nm0400240	1
nm1125275	nm0628040	4
nm1125275	nm0817770	2
nm1125275	nm1380874	2
nm1127336	nm0054174	1
nm1127336	nm0089640	1
nm1127336	nm0113583	1
nm1127336	nm0194961	1
nm1127336	nm0442080	2
nm1127336	nm0489539	1
nm1127336	nm0765956	1
nm1127336	nm1108613	1
nm1127336	nm1435062	1
nm1127337	nm0834426	1
nm1127374	nm0004079	1
nm1127374	nm0069072	1
nm1127374	nm0168755	1
nm1127374	nm0237720	1
nm1127903	nm0655888	1
nm1128410	nm0408417	1
nm1129488	nm0250621	1
nm1129488	nm0313514	1
nm1129488	nm0442080	2
nm1129488	nm0493778	1
nm1129488	nm0658402	1
nm1129488	nm0925441	2
nm1129521	nm0003183	1
nm1129521	nm0187351	2
nm1129521	nm0286614	1
nm1129521	nm0424597	1
nm1129521	nm0475960	1
nm1129521	nm0649715	1
nm1129521	nm0664176	2
nm11305180	nm10485945	1
nm11305180	nm1267470	1
nm11305180	nm1286728	1
nm11306370	nm0501728	1
nm11308544	nm0277466	1
nm1131062	nm0509898	1
nm1131793	nm0048859	2
nm1131793	nm0299263	2
nm1131793	nm0582188	1
nm1133163	nm0140829	1
nm1133163	nm1707261	1
nm1133163	nm1873265	1
nm1133163	nm2184371	1
nm1133163	nm3124579	1
nm1133163	nm6493771	1
nm1133404	nm0213928	1
nm1133404	nm1443484	1
nm1133849	nm0343523	1
nm1133849	nm0571202	1
nm1133966	nm0736462	1
nm1133966	nm1420267	1
nm1133966	nm3327869	1
nm1135022	nm0496556	1
nm1135022	nm0561802	1
nm11351503	nm11251367	2
nm1135607	nm0331397	1
nm1136640	nm1069530	1
nm1136647	nm0002638	1
nm1136647	nm0840239	1
nm1136647	nm0887184	2
nm1136647	nm2189280	1
nm1137095	nm0410226	1
nm1137194	nm0136398	1
nm1137194	nm0873104	1
nm1137194	nm2175494	2
nm1139146	nm1730846	1
nm1140275	nm0746541	1
nm1140275	nm1315929	1
nm1140275	nm1655777	1
nm1140282	nm0057106	1
nm1140282	nm0263822	1
nm1140282	nm0603104	1
nm1140282	nm0800358	1
nm1140282	nm0808161	1
nm1140565	nm0628180	1
nm1140565	nm0935631	1
nm1141830	nm1106444	1
nm1141830	nm1212523	1
nm1141830	nm1332870	1
nm1141830	nm1334133	1
nm1141830	nm1334802	1
nm1141830	nm1703758	1
nm1141830	nm2036776	1
nm1141830	nm4412024	1
nm1142664	nm0370325	1
nm1142762	nm0270732	1
nm1142934	nm0525831	1
nm1142934	nm0866082	1
nm1142934	nm1072208	1
nm11430930	nm11430903	1
nm11430930	nm6101976	1
nm11430930	nm9361732	1
nm1143319	nm0057463	1
nm1143319	nm0525785	1
nm1143319	nm0582978	1
nm1143319	nm1023401	1
nm1144314	nm0543128	1
nm1144898	nm0879245	1
nm1145513	nm0240548	1
nm1145513	nm0392146	1
nm1145513	nm0684919	1
nm1145513	nm1334218	1
nm1147463	nm0741689	1
nm1147470	nm0879245	1
nm1147507	nm0536841	1
nm1148042	nm0003306	1
nm1148042	nm0004475	1
nm1148042	nm0321334	2
nm1148550	nm0056006	1
nm1148550	nm0133773	1
nm1148550	nm0204466	1
nm1148550	nm0306802	3
nm1148550	nm2064480	1
nm1148625	nm0048859	2
nm1148625	nm0299263	1
nm1149075	nm0004055	1
nm1149075	nm0068624	1
nm1149075	nm0140764	1
nm1149075	nm0168655	1
nm1149075	nm0341952	1
nm1149075	nm0391669	1
nm1149075	nm0834426	2
nm1149075	nm0859808	1
nm1149075	nm0918666	1
nm1149075	nm1158540	1
nm1149075	nm1222653	1
nm1151269	nm2817161	1
nm1153843	nm0080021	1
nm1153843	nm0277204	2
nm1153843	nm0319685	3
nm1153843	nm0371393	1
nm1153843	nm0376212	2
nm1153843	nm0425506	1
nm1153843	nm0472600	1
nm1153843	nm0734165	1
nm1153843	nm0757534	1
nm1153843	nm1224918	4
nm1153843	nm1270350	1
nm1153843	nm2269772	1
nm1153843	nm6446567	1
nm1153907	nm0014254	1
nm1153907	nm0222864	1
nm1153907	nm0245762	1
nm1153907	nm0251357	3
nm1153907	nm0303962	1
nm1153907	nm0426177	5
nm1153907	nm0744431	2
nm1153907	nm1045406	1
nm1153907	nm1048909	1
nm1153907	nm1060035	9
nm1153907	nm1436822	1
nm1153907	nm1472848	1
nm1153907	nm1552652	1
nm1153907	nm1576246	1
nm1153907	nm1590478	1
nm1153907	nm1660476	2
nm1153907	nm1747621	2
nm1153907	nm1894851	1
nm1153907	nm1997111	1
nm1153907	nm2187451	1
nm1153907	nm2222030	5
nm1153907	nm2288253	1
nm1153907	nm2495769	1
nm1153907	nm2645884	1
nm1153907	nm2932458	1
nm1153907	nm3033896	3
nm1153907	nm3078494	2
nm1153907	nm3315803	1
nm1153907	nm3501851	2
nm1153907	nm3524364	1
nm1153907	nm3548737	1
nm1153907	nm3556451	1
nm1153907	nm3712035	2
nm1153907	nm3746997	1
nm1153907	nm4203959	1
nm1153907	nm4298158	1
nm1153907	nm4724331	1
nm1153907	nm4726045	1
nm1154102	nm1713233	1
nm1154102	nm1837046	1
nm1154102	nm3763806	1
nm1154102	nm6341022	1
nm1154102	nm8509336	1
nm1155009	nm0295907	1
nm1155009	nm0759568	1
nm1155009	nm1419400	1
nm1155009	nm2003984	1
nm1155868	nm0048859	1
nm1155868	nm0299263	1
nm1157808	nm0002584	1
nm1157808	nm0073706	1
nm1157808	nm0111391	1
nm1157808	nm0114011	1
nm1157808	nm0137639	1
nm1157808	nm0175907	1
nm1157808	nm0194190	1
nm1157808	nm0217907	1
nm1157808	nm0270966	1
nm1157808	nm0321334	3
nm1157808	nm0588612	3
nm1157808	nm0663197	1
nm1157808	nm0704621	1
nm1157808	nm0887184	2
nm1157808	nm1930215	1
nm1157808	nm2189280	1
nm1157808	nm2248886	1
nm1157808	nm3640424	1
nm1157808	nm5606221	1
nm1159818	nm2797615	1
nm1160205	nm0382342	1
nm1160352	nm1340224	1
nm1161696	nm0840239	1
nm1161696	nm7707183	1
nm1161980	nm0088414	1
nm1161980	nm0488240	1
nm1161980	nm1643208	1
nm1166154	nm0536841	1
nm1168067	nm0066584	1
nm1168067	nm0159253	1
nm1168067	nm0168189	1
nm1168067	nm0313514	1
nm1168067	nm0319685	1
nm1168067	nm0343523	1
nm1168067	nm0482682	1
nm1168067	nm0821417	1
nm1168067	nm0887184	1
nm1168067	nm1039389	1
nm1168067	nm1618213	2
nm1168067	nm5393607	1
nm1169130	nm0054174	1
nm1171030	nm0188822	1
nm1172716	nm0048859	3
nm1172716	nm0299263	2
nm1172716	nm0582188	1
nm1173204	nm0024948	1
nm1173204	nm0131651	1
nm1173204	nm0321334	1
nm1173204	nm0450715	1
nm1173204	nm0567166	1
nm1173204	nm0696528	3
nm1173204	nm0738700	4
nm1173204	nm0887184	1
nm1173204	nm0998318	1
nm1173204	nm1557867	1
nm1173204	nm1644576	1
nm1173204	nm2428141	2
nm1175237	nm0187351	2
nm1175237	nm0343523	1
nm1175237	nm0478459	1
nm1175237	nm0571202	1
nm1175237	nm0587571	1
nm1175237	nm0837385	1
nm1175237	nm1469826	1
nm1175413	nm0187351	2
nm1175413	nm0343523	1
nm1175413	nm0478459	1
nm1175413	nm0571202	1
nm1175413	nm0587571	1
nm1175413	nm0837385	1
nm1175413	nm1469826	1
nm1176676	nm0187351	4
nm1176676	nm0543128	1
nm1176676	nm0664176	6
nm1176676	nm0944956	3
nm1176676	nm1469826	1
nm1176881	nm0287400	1
nm1176881	nm0337495	1
nm1176881	nm1108613	1
nm1176881	nm1121431	1
nm1176881	nm6638781	1
nm1177747	nm0805480	3
nm1177747	nm1016998	1
nm1177747	nm1495637	1
nm1177747	nm4867712	4
nm1178832	nm0925436	1
nm1178832	nm1131528	1
nm1179937	nm0587571	1
nm1180080	nm0370325	1
nm1183164	nm0036761	1
nm1184198	nm0678050	1
nm1184198	nm0741889	1
nm1184198	nm3787723	1
nm1184512	nm0172670	1
nm1184512	nm0188312	4
nm1184512	nm0275935	1
nm1184512	nm1342242	1
nm1184676	nm0678336	3
nm1184676	nm0919790	2
nm1185659	nm0022417	1
nm1185659	nm0075801	1
nm1185659	nm0187351	2
nm1185659	nm0279092	1
nm1185659	nm0313514	1
nm1185659	nm0924693	1
nm1185659	nm0959567	1
