writer	producer	coop	genderUncategorized_w	genderUncategorized_p
nm0566998	nm3934099	1	False	False
nm0567228	nm1267470	1	False	False
nm0567228	nm8709413	2	False	False
nm0567228	nm9481892	1	False	False
nm0569130	nm0187351	1	False	False
nm0569130	nm0957670	1	False	False
nm0569130	nm7707183	1	False	False
nm0569210	nm0353456	1	False	False
nm0569210	nm0385426	1	False	False
nm0569210	nm0644749	1	False	False
nm0569210	nm0765956	1	False	False
nm0569838	nm0732053	2	False	False
nm0569838	nm1329342	2	False	False
nm0570928	nm0684461	1	False	False
nm0570928	nm1667159	1	False	False
nm0571113	nm0079542	1	False	False
nm0571341	nm0518791	1	False	False
nm0571346	nm0057106	1	False	False
nm0571706	nm0137075	1	False	False
nm0571964	nm0475960	1	False	False
nm0571964	nm0806155	1	False	False
nm0571964	nm0842298	1	False	False
nm0571964	nm2381398	2	False	False
nm0572295	nm0795533	1	False	False
nm0572352	nm0146529	1	False	False
nm0572352	nm0543128	1	False	False
nm0572352	nm0818657	1	False	False
nm0572982	nm0589404	1	False	False
nm0572982	nm0744130	1	False	False
nm0573185	nm0299263	1	False	False
nm0573336	nm0022913	1	False	False
nm0573336	nm0438430	1	False	False
nm0573336	nm1819732	1	False	False
nm0573336	nm8007431	1	False	False
nm0573429	nm0654024	1	False	False
nm0573652	nm1270350	1	False	False
nm0573695	nm0004475	2	False	False
nm0573695	nm0128147	3	False	False
nm0573695	nm0247699	1	False	False
nm0573695	nm0295046	1	False	False
nm0573695	nm0328738	2	False	False
nm0573695	nm0825190	1	False	False
nm0573695	nm1027122	1	False	False
nm0573732	nm0483091	3	False	False
nm0573732	nm0581676	1	False	False
nm0573732	nm0771022	1	False	False
nm0573732	nm1340224	2	False	False
nm0573732	nm1444455	1	False	False
nm0574509	nm0107331	1	False	False
nm0577334	nm0319685	1	False	False
nm0577334	nm0489539	1	False	False
nm0577334	nm0825190	1	False	False
nm0577334	nm2541151	1	False	False
nm0578177	nm0467513	1	False	False
nm0578536	nm0135235	1	False	False
nm0578536	nm0194961	1	False	False
nm0578771	nm0325180	1	False	False
nm0578771	nm0548299	1	False	False
nm0578771	nm0575151	1	False	False
nm0578856	nm0003557	1	False	False
nm0578856	nm0003880	2	False	False
nm0578856	nm0004055	3	False	False
nm0578856	nm0047458	3	False	False
nm0578856	nm0152640	2	False	False
nm0578856	nm0161558	1	False	False
nm0578856	nm0242896	1	False	False
nm0578856	nm0270966	3	False	False
nm0578856	nm0277830	3	False	False
nm0578856	nm0326506	2	False	False
nm0578856	nm0376212	3	False	False
nm0578856	nm0482794	1	False	False
nm0578856	nm0587508	2	False	False
nm0578856	nm0697708	3	False	False
nm0578856	nm0800358	1	False	False
nm0578856	nm0850386	4	False	False
nm0578856	nm0931881	1	False	False
nm0578856	nm10069934	1	False	False
nm0578856	nm1431939	1	False	False
nm0578856	nm2038407	1	False	False
nm0578856	nm2041101	1	False	False
nm0578856	nm2140990	1	False	False
nm0579775	nm0664176	1	False	False
nm0580166	nm0587571	1	False	False
nm0580334	nm0197161	1	False	False
nm0580334	nm0476600	1	False	False
nm0580559	nm0563930	1	False	False
nm0581224	nm0079542	1	False	False
nm0581613	nm0456631	3	False	False
nm0582396	nm0401205	1	False	False
nm0582396	nm1063802	1	False	False
nm0583037	nm0054703	1	False	False
nm0583264	nm0450715	1	False	False
nm0583264	nm0738700	4	False	False
nm0583264	nm0998318	1	False	False
nm0583292	nm0077071	1	False	False
nm0583397	nm0496556	1	False	False
nm0583397	nm0932144	2	False	False
nm0583404	nm0220049	1	False	False
nm0583514	nm0069072	3	False	False
nm0583514	nm0237720	3	False	False
nm0583514	nm0242896	2	False	False
nm0585243	nm0324960	1	False	False
nm0585319	nm0306794	1	False	False
nm0585319	nm0482682	1	False	False
nm0585319	nm0834426	1	False	False
nm0585319	nm0859808	1	False	False
nm0585319	nm1700029	1	False	False
nm0585319	nm3131414	1	False	False
nm0585344	nm0090672	1	False	False
nm0585344	nm0861942	1	False	False
nm0585344	nm2381398	1	False	False
nm0586922	nm0919790	2	False	False
nm0586922	nm0946901	1	False	False
nm0586922	nm1928296	1	False	False
nm0586965	nm0080601	1	False	False
nm0586965	nm0220049	2	False	False
nm0586965	nm0307024	1	False	False
nm0586965	nm0346550	1	False	False
nm0586965	nm0671992	1	False	False
nm0586965	nm0827151	1	False	False
nm0586965	nm1061992	3	False	False
nm0586965	nm1949279	2	False	False
nm0587283	nm0485124	1	False	False
nm0587283	nm0877875	1	False	False
nm0587283	nm1721340	1	False	False
nm0587494	nm0069072	7	False	False
nm0587494	nm0237720	1	False	False
nm0587494	nm0876590	2	False	False
nm0587494	nm1048942	1	False	False
nm0587494	nm2266269	3	False	False
nm0587518	nm0518791	1	False	False
nm0587518	nm0602842	1	False	False
nm0587518	nm0700081	1	False	False
nm0587692	nm0101834	1	False	False
nm0587692	nm0155536	1	False	False
nm0587692	nm0283478	2	False	False
nm0587692	nm0387739	1	False	False
nm0587692	nm0473317	1	False	False
nm0587692	nm0937714	1	False	False
nm0587692	nm4862609	1	False	False
nm0587884	nm0545436	1	False	False
nm0587884	nm1714211	1	False	False
nm0587905	nm0103786	1	False	False
nm0587905	nm0279092	1	False	False
nm0587905	nm0894916	1	False	False
nm0587905	nm2232862	1	False	False
nm0588005	nm0313394	1	False	False
nm0588005	nm0319685	1	False	False
nm0588005	nm0371393	1	False	False
nm0588005	nm0438279	1	False	False
nm0588005	nm0527167	1	False	False
nm0588005	nm0678336	1	False	False
nm0588005	nm0817831	2	False	False
nm0588005	nm0865212	1	False	False
nm0588005	nm0919790	2	False	False
nm0588005	nm1270350	1	False	False
nm0588005	nm1936920	1	False	False
nm0588005	nm2027168	1	False	False
nm0588005	nm2118749	1	False	False
nm0588005	nm6460667	1	False	False
nm0588128	nm0004055	1	False	False
nm0588128	nm0343523	1	False	False
nm0588128	nm0644872	1	False	False
nm0588128	nm0850386	2	False	False
nm0588128	nm0918666	3	False	False
nm0588128	nm1396043	1	False	False
nm0588375	nm0016403	1	False	False
nm0588375	nm0156291	1	False	False
nm0588375	nm0795533	1	False	False
nm0588536	nm0738700	1	False	False
nm0588679	nm0934046	1	False	False
nm0588679	nm1776772	1	False	False
nm0588679	nm3271757	1	False	False
nm0588936	nm0548932	1	False	False
nm0588936	nm0703729	1	False	False
nm0588936	nm0765956	2	False	False
nm0588936	nm2109010	1	False	False
nm0589043	nm0411469	1	False	False
nm0589043	nm0752630	1	False	False
nm0589043	nm0851395	2	False	False
nm0589043	nm1240229	1	False	False
nm0589043	nm1241675	2	False	False
nm0589390	nm0658409	1	False	False
nm0589390	nm1405504	1	False	False
nm0589390	nm1673906	1	False	False
nm0589390	nm1704951	1	False	False
nm0589390	nm2551468	1	False	False
nm0589410	nm0341952	6	False	False
nm0589410	nm0434877	2	False	False
nm0589410	nm1548657	1	False	False
nm0589957	nm0129135	1	False	False
nm0589957	nm0467513	1	False	False
nm0589957	nm0861769	1	False	False
nm0591101	nm0408417	1	False	False
nm0591101	nm0543128	1	False	False
nm0591101	nm0904201	1	False	False
nm0591101	nm0929955	1	False	False
nm0591101	nm1278270	2	False	False
nm0591101	nm1558784	2	False	False
nm0591101	nm2554297	2	False	False
nm0591101	nm3657135	1	False	False
nm0591517	nm0691540	2	False	False
nm0591517	nm1657743	1	False	False
nm0591517	nm2448723	1	False	False
nm0591517	nm2649171	1	False	False
nm0591673	nm0200637	2	False	False
nm0592254	nm0217907	1	False	False
nm0592254	nm0458318	1	False	False
nm0592254	nm0721019	2	False	False
nm0592254	nm1241675	2	False	False
nm0592969	nm0083039	1	False	False
nm0592969	nm0490868	1	False	False
nm0592969	nm0736462	1	False	False
nm0593749	nm0223209	1	False	False
nm0593749	nm0459425	1	False	False
nm0593749	nm0467200	1	False	False
nm0593749	nm0536841	1	False	False
nm0593749	nm1006158	1	False	False
nm0593749	nm1332931	1	False	False
nm0595209	nm0874437	1	False	False
nm0595209	nm2635129	1	False	False
nm0595590	nm0509898	1	False	False
nm0595590	nm0895056	4	False	False
nm0595913	nm0496556	2	False	False
nm0596201	nm0313514	1	False	False
nm0596201	nm0555684	1	False	False
nm0596201	nm1064127	1	False	False
nm0596429	nm1545605	1	False	False
nm0596711	nm0213928	2	False	False
nm0596711	nm0504716	2	False	False
nm0596711	nm0652330	1	False	False
nm0596711	nm0761093	1	False	False
nm0596711	nm0765956	2	False	False
nm0596711	nm0886628	1	False	False
nm0596711	nm1278270	1	False	False
nm0597443	nm0434838	2	False	False
nm0597443	nm0588576	2	False	False
nm0597443	nm1313994	1	False	False
nm0597521	nm0358935	1	False	False
nm0597521	nm0687254	1	False	False
nm0598996	nm0358935	3	False	False
nm0598996	nm0366793	1	False	False
nm0598996	nm0555684	1	False	False
nm0598996	nm0818503	1	False	False
nm0598996	nm1016998	1	False	False
nm0598996	nm1479574	1	False	False
nm0599088	nm0873104	1	False	False
nm0599088	nm2175494	1	False	False
nm0600132	nm0240794	2	False	False
nm0600132	nm0282165	1	False	False
nm0600132	nm0370405	1	False	False
nm0600132	nm0709398	1	False	False
nm0600132	nm1003823	1	False	False
nm0600132	nm1188251	1	False	False
nm0600872	nm1418292	1	False	False
nm0601822	nm0073766	2	False	False
nm0601822	nm0081960	1	False	False
nm0601822	nm0113362	3	False	False
nm0601822	nm0188312	1	False	False
nm0601822	nm0189913	1	False	False
nm0601822	nm0195464	1	False	False
nm0601822	nm0290735	5	False	False
nm0601822	nm0294195	2	False	False
nm0601822	nm0313394	1	False	False
nm0601822	nm0464794	1	False	False
nm0601822	nm0641179	1	False	False
nm0601822	nm0753382	1	False	False
nm0601822	nm3833881	1	False	False
nm0601826	nm0436048	1	False	False
nm0601826	nm0655888	1	False	False
nm0601901	nm0832263	1	False	False
nm0602981	nm0069072	2	False	False
nm0602981	nm0237720	2	False	False
nm0602981	nm0242896	1	False	False
nm0602981	nm0395924	1	False	False
nm0602981	nm0438309	3	False	False
nm0602981	nm0438432	1	False	False
nm0602981	nm0514445	1	False	False
nm0602981	nm0576182	3	False	False
nm0602981	nm3838484	1	False	False
nm0603867	nm0069072	2	False	False
nm0603867	nm0194961	1	False	False
nm0603867	nm0237720	1	False	False
nm0603867	nm0539103	2	False	False
nm0603867	nm0588612	1	False	False
nm0603867	nm0615818	1	False	False
nm0603867	nm0663197	1	False	False
nm0603867	nm0815432	2	False	False
nm0603867	nm0833403	1	False	False
nm0603867	nm0936574	1	False	False
nm0603867	nm2156926	1	False	False
nm0604263	nm0081960	1	False	False
nm0604263	nm0959567	1	False	False
nm0604448	nm0245493	1	False	False
nm0604555	nm0341516	1	False	False
nm0604587	nm0543128	1	False	False
nm0604688	nm0004447	1	False	False
nm0604688	nm0135235	1	False	False
nm0604688	nm0543128	1	False	False
nm0604948	nm0247787	2	False	False
nm0604948	nm0365748	1	False	False
nm0604948	nm1358793	2	False	False
nm0604948	nm1952700	1	False	False
nm0606313	nm0011260	1	False	False
nm0606313	nm0134279	1	False	False
nm0606313	nm0522160	1	False	False
nm0606313	nm0665494	1	False	False
nm0606313	nm0940016	1	False	False
nm0607725	nm0485130	1	False	False
nm0607725	nm0756107	1	False	False
nm0607725	nm0851395	1	False	False
nm0608790	nm0002349	2	False	False
nm0608790	nm0069072	4	False	False
nm0608790	nm0168755	2	False	False
nm0608790	nm0237720	3	False	False
nm0608790	nm0242896	2	False	False
nm0608790	nm0774019	1	False	False
nm0608790	nm0914740	1	False	False
nm0608790	nm0915748	1	False	False
nm0608790	nm1092388	1	False	False
nm0609315	nm0589404	1	False	False
nm0609315	nm0839660	1	False	False
nm0609315	nm0934855	3	False	False
nm0609315	nm1084723	1	False	False
nm0609315	nm1116536	1	False	False
nm0609315	nm1514487	1	False	False
nm0612330	nm0067285	1	False	False
nm0612330	nm3787633	1	False	False
nm0612501	nm0048859	3	False	False
nm0612501	nm0299263	2	False	False
nm0612501	nm0582188	2	False	False
nm0612768	nm0001513	1	False	False
nm0612768	nm0003636	1	False	False
nm0612768	nm0006552	1	False	False
nm0612768	nm0140764	3	False	False
nm0612768	nm0168747	2	False	False
nm0612768	nm0341516	1	False	False
nm0612768	nm0449957	1	False	False
nm0612768	nm0548410	1	False	False
nm0612768	nm1639580	1	False	False
nm0612855	nm0736795	1	False	False
nm0612855	nm2584711	1	False	False
nm0612855	nm5148534	1	False	False
nm0612855	nm9040466	1	False	False
nm0613271	nm0475970	1	False	False
nm0613271	nm1964668	1	False	False
nm0614050	nm0644872	2	False	False
nm0614050	nm0918666	3	False	False
nm0614371	nm0353456	1	False	False
nm0614371	nm1334075	1	False	False
nm0614682	nm0044803	2	False	False
nm0614682	nm0215973	1	False	False
nm0614682	nm0264248	4	False	False
nm0614682	nm0341145	2	False	False
nm0614682	nm0408417	1	False	False
nm0614682	nm0443040	1	False	False
nm0614682	nm0458868	2	False	False
nm0614682	nm0472477	3	False	False
nm0614682	nm0571202	2	False	False
nm0614682	nm0799047	2	False	False
nm0614682	nm0904201	2	False	False
nm0614682	nm0918657	2	False	False
nm0614682	nm0919108	1	False	False
nm0614682	nm0929955	2	False	False
nm0614682	nm1558784	9	False	False
nm0614682	nm1692438	1	False	False
nm0614682	nm2153315	2	False	False
nm0614682	nm2554297	3	False	False
nm0614682	nm3657135	1	False	False
nm0614693	nm0543128	1	False	False
nm0614880	nm0140764	1	False	False
nm0614880	nm0278129	1	False	False
nm0614880	nm0319685	1	False	False
nm0614880	nm0341952	1	False	False
nm0614880	nm0363599	1	False	False
nm0614880	nm0664176	3	False	False
nm0614880	nm0944956	2	False	False
nm0614880	nm1703778	1	False	False
nm0615086	nm0022424	5	False	False
nm0615086	nm0585990	1	False	False
nm0615086	nm0745575	2	False	False
nm0615086	nm1007419	1	False	False
nm0615086	nm1144897	2	False	False
nm0615086	nm1205153	1	False	False
nm0615086	nm1519343	2	False	False
nm0615086	nm3746096	1	False	False
nm0615373	nm0358935	2	False	False
nm0616589	nm0358935	1	False	False
nm0616589	nm0827248	1	False	False
nm0616589	nm0957670	1	False	False
nm0616589	nm1147563	1	False	False
nm0616685	nm0013918	1	False	False
nm0616685	nm0363599	1	False	False
nm0616712	nm1305228	1	False	False
nm0616797	nm1314063	1	False	False
nm0618675	nm0096897	1	False	False
nm0618680	nm0111391	1	False	False
nm0618680	nm0543128	1	False	False
nm0618680	nm2248886	1	False	False
nm0619361	nm0326177	1	False	False
nm0619361	nm0686889	1	False	False
nm0619361	nm0755816	1	False	False
nm0619361	nm0918666	1	False	False
nm0619361	nm4550390	1	False	False
nm0619408	nm0199733	1	False	False
nm0619408	nm0616793	2	False	False
nm0619408	nm0823068	1	False	False
nm0620561	nm3322517	1	False	False
nm0621708	nm0319685	1	False	False
nm0621708	nm0932144	1	False	False
nm0621708	nm1138177	1	False	False
nm0621708	nm2599842	1	False	False
nm0621708	nm3934099	1	False	False
nm0622250	nm0057463	1	False	False
nm0622250	nm0073706	1	False	False
nm0622250	nm0213928	2	False	False
nm0622250	nm0313394	1	False	False
nm0622250	nm0504716	1	False	False
nm0622262	nm0223209	3	False	False
nm0622262	nm0420246	1	False	False
nm0622262	nm0609355	1	False	False
nm0622291	nm0478459	1	False	False
nm0622291	nm0784177	1	False	False
nm0622291	nm0837385	1	False	False
nm0622535	nm0040957	2	False	False
nm0622535	nm0122911	1	False	False
nm0622535	nm0140078	2	False	False
nm0622535	nm0321334	1	False	False
nm0622535	nm1662857	1	False	False
nm0623238	nm0003880	1	False	False
nm0623238	nm0004055	1	False	False
nm0623238	nm0644872	1	False	False
nm0623238	nm0765956	1	False	False
nm0623238	nm0850386	1	False	False
nm0623238	nm0918666	1	False	False
nm0623238	nm2467614	1	False	False
nm0623238	nm3319782	1	False	False
nm0623738	nm0232131	1	False	False
nm0623738	nm0485130	1	False	False
nm0623738	nm0714851	1	False	False
nm0623738	nm2870739	1	False	False
nm0623738	nm3029737	1	False	False
nm0623811	nm1856503	1	False	False
nm0623811	nm2048720	1	False	False
nm0623942	nm1273119	1	False	False
nm0624038	nm0138588	1	False	False
nm0624038	nm0184596	1	False	False
nm0624038	nm0295907	1	False	False
nm0624645	nm0410504	1	False	False
nm0624645	nm0738700	1	False	False
nm0624645	nm0998318	1	False	False
nm0625158	nm0704621	1	False	False
nm0625198	nm0098866	1	False	False
nm0625198	nm0416341	1	False	False
nm0625198	nm0501904	1	False	False
nm0625198	nm1237017	1	False	False
nm0625605	nm0533109	1	False	False
nm0625605	nm1147756	1	False	False
nm0625639	nm0194961	1	False	False
nm0625639	nm0416341	1	False	False
nm0625639	nm1718067	2	False	False
nm0625695	nm0485570	1	False	False
nm0625695	nm0654505	1	False	False
nm0625858	nm0002472	1	False	False
nm0625858	nm0135235	2	False	False
nm0625858	nm0475970	1	False	False
nm0625858	nm0556163	1	False	False
nm0625858	nm0654024	1	False	False
nm0625858	nm0872823	1	False	False
nm0627537	nm0595038	1	False	False
nm0627999	nm0549365	1	False	False
nm0627999	nm1308615	1	False	False
nm0627999	nm2169765	1	False	False
nm0627999	nm3398609	1	False	False
nm0628057	nm0496556	1	False	False
nm0628214	nm0140078	2	False	False
nm0628214	nm0178381	2	False	False
nm0628214	nm0335344	1	False	False
nm0628214	nm0765956	1	False	False
nm0628214	nm1373881	1	False	False
nm0628214	nm2385621	1	False	False
nm0628548	nm0006552	1	False	False
nm0628548	nm0072557	1	False	False
nm0628548	nm0137075	1	False	False
nm0628548	nm0573872	1	False	False
nm0628548	nm0765956	3	False	False
nm0628548	nm0825190	1	False	False
nm0628548	nm0924062	1	False	False
nm0628548	nm1027122	1	False	False
nm0629572	nm0355125	1	False	False
nm0629696	nm0629659	1	False	False
nm0630070	nm0398851	1	False	False
nm0630070	nm0918441	1	False	False
nm0630437	nm0111275	2	False	False
nm0630437	nm0658108	1	False	False
nm0632525	nm0795925	1	False	False
nm0632525	nm1333905	1	False	False
nm0632525	nm1334133	1	False	False
nm0633180	nm0257998	1	False	False
nm0633180	nm0589412	4	False	False
nm0633180	nm1273063	3	False	False
nm0633180	nm2605110	1	False	False
nm0633202	nm0157553	1	False	False
nm0633202	nm0808329	1	False	False
nm0633202	nm1212523	1	False	False
nm0633202	nm1222066	1	False	False
nm0633202	nm1222476	1	False	False
nm0633202	nm1230683	1	False	False
nm0633202	nm1305228	1	False	False
nm0633202	nm1333905	1	False	False
nm0633202	nm1343696	1	False	False
nm0633202	nm2700492	1	False	False
nm0633425	nm0013918	1	False	False
nm0633425	nm0040957	1	False	False
nm0633425	nm0122911	1	False	False
nm0633425	nm0172670	2	False	False
nm0633425	nm0397500	1	False	False
nm0633425	nm0482682	1	False	False
nm0633425	nm0765956	1	False	False
nm0633425	nm1373881	1	False	False
nm0634300	nm0057463	2	False	False
nm0634300	nm0525785	3	False	False
nm0634300	nm0552070	1	False	False
nm0634300	nm1023401	1	False	False
nm0634300	nm2204043	2	False	False
nm0634307	nm0076006	1	False	False
nm0635568	nm0080021	1	False	False
nm0635568	nm0525831	1	False	False
nm0635568	nm0738700	1	False	False
nm0635873	nm0085183	1	False	False
nm0635873	nm0224769	1	False	False
nm0635998	nm0002349	1	False	False
nm0635998	nm0262052	1	False	False
nm0635998	nm0341952	1	False	False
nm0635998	nm0411469	1	False	False
nm0635998	nm0475970	1	False	False
nm0635998	nm0851395	2	False	False
nm0635998	nm1241675	2	False	False
nm0637493	nm0710662	1	False	False
nm0637497	nm0022417	1	False	False
nm0637497	nm0041784	1	False	False
nm0637497	nm0111484	1	False	False
nm0637497	nm0313394	2	False	False
nm0637497	nm0401205	2	False	False
nm0637497	nm0543128	1	False	False
nm0637497	nm0609355	3	False	False
nm0637497	nm0794252	1	False	False
nm0637497	nm1020914	1	False	False
nm0637497	nm1278270	1	False	False
nm0637497	nm2385621	1	False	False
nm0637497	nm2503331	1	False	False
nm0638586	nm0255782	1	False	False
nm0638913	nm0705891	1	False	False
nm0639328	nm0140929	1	False	False
nm0639328	nm0257159	1	False	False
nm0639328	nm0313394	1	False	False
nm0639328	nm0502735	1	False	False
nm0639328	nm0589738	2	False	False
nm0639328	nm0603104	1	False	False
nm0639328	nm0699114	2	False	False
nm0639328	nm0887184	1	False	False
nm0639328	nm0929955	1	False	False
nm0639328	nm0935298	2	False	False
nm0639328	nm2204043	1	False	False
nm0639434	nm0004055	1	False	False
nm0639434	nm0319666	1	False	False
nm0639434	nm0663764	1	False	False
nm0639434	nm0826291	1	False	False
nm0639434	nm2622401	1	False	False
nm0639434	nm4098828	1	False	False
nm0639727	nm0732053	1	False	False
nm0639727	nm1329342	1	False	False
nm0640713	nm0363599	4	False	False
nm0640713	nm0386832	2	False	False
nm0640713	nm0920318	2	False	False
nm0640847	nm0502824	1	False	False
nm0641451	nm0048859	3	False	False
nm0641451	nm0164181	2	False	False
nm0641451	nm0299263	3	False	False
nm0641451	nm1377990	2	False	False
nm0642591	nm0097004	1	False	False
nm0642591	nm0542658	1	False	False
nm0642591	nm0950041	1	False	False
nm0642591	nm1027122	1	False	False
nm0642591	nm1138177	2	False	False
nm0642591	nm3004145	1	False	False
nm0643422	nm1194598	1	False	False
nm0643824	nm0073706	1	False	False
nm0643824	nm0168655	1	False	False
nm0643824	nm0191027	1	False	False
nm0643824	nm0313394	1	False	False
nm0643824	nm0461799	1	False	False
nm0643824	nm0632871	1	False	False
nm0643824	nm0894916	1	False	False
nm0643824	nm2397011	1	False	False
nm0645640	nm0191027	1	False	False
nm0645640	nm0289324	1	False	False
nm0645640	nm0546803	1	False	False
nm0645640	nm0561802	1	False	False
nm0645640	nm0771022	1	False	False
nm0645640	nm0901880	2	False	False
nm0645640	nm2397011	1	False	False
nm0645640	nm3152781	2	False	False
nm0646262	nm1017665	1	False	False
nm0646928	nm0071299	1	False	False
nm0646928	nm0223209	1	False	False
nm0646928	nm0389083	1	False	False
nm0646928	nm0657572	1	False	False
nm0647739	nm0003733	1	False	False
nm0647739	nm0146529	2	False	False
nm0647739	nm0819613	1	False	False
nm0647739	nm0819614	1	False	False
nm0647739	nm0827151	1	False	False
nm0647739	nm0877875	1	False	False
nm0647739	nm1096719	2	False	False
nm0647739	nm1931762	1	False	False
nm0649335	nm0009207	1	False	False
nm0649460	nm0026442	1	False	False
nm0649460	nm0135235	3	False	False
nm0649460	nm0189777	1	False	False
nm0649460	nm0842488	1	False	False
nm0649460	nm0870295	1	False	False
nm0649460	nm0872823	2	False	False
nm0649460	nm0929955	1	False	False
nm0649460	nm1063802	2	False	False
nm0649460	nm2041101	1	False	False
nm0649460	nm2489727	1	False	False
nm0649699	nm1340224	1	False	False
nm0650089	nm0724239	1	False	False
nm0650202	nm0011260	1	False	False
nm0650202	nm0438279	1	False	False
nm0650202	nm0475970	1	False	False
nm0650202	nm0570682	1	False	False
nm0650202	nm0592808	1	False	False
nm0650202	nm0665494	1	False	False
nm0650202	nm0757534	1	False	False
nm0650202	nm0817831	4	False	False
nm0650202	nm0861704	2	False	False
nm0651580	nm0434838	1	False	False
nm0651592	nm0589404	1	False	False
nm0653899	nm0321334	1	False	False
nm0653899	nm0332434	1	False	False
nm0653899	nm0376006	2	False	False
nm0653899	nm0408417	2	False	False
nm0653899	nm0425506	2	False	False
nm0653899	nm0571202	1	False	False
nm0653899	nm1070915	2	False	False
nm0653899	nm6138297	1	False	False
nm0653899	nm7990826	1	False	False
nm0654548	nm0001513	1	False	False
nm0654548	nm0006552	1	False	False
nm0654548	nm0874437	1	False	False
nm0655615	nm0395924	1	False	False
nm0656700	nm0678050	1	False	False
nm0656700	nm0713514	1	False	False
nm0656700	nm0796848	1	False	False
nm0656739	nm0754978	1	False	False
nm0656739	nm1016998	1	False	False
nm0656749	nm0678050	1	False	False
nm0656749	nm0796848	1	False	False
nm0657408	nm0129135	1	False	False
nm0657408	nm0321334	1	False	False
nm0657408	nm0800358	1	False	False
nm0657763	nm0658402	5	False	False
nm0657763	nm0729242	1	False	False
nm0657763	nm1131421	3	False	False
nm0657970	nm0081960	1	False	False
nm0657970	nm0425506	1	False	False
nm0657970	nm0738700	1	False	False
nm0657970	nm0998318	1	False	False
nm0661046	nm0353456	1	False	False
nm0661046	nm1334075	1	False	False
nm0662591	nm0620720	1	False	False
nm0662748	nm0799886	1	False	False
nm0663016	nm0012782	1	False	False
nm0663016	nm0146120	1	False	False
nm0663452	nm0664176	1	False	False
nm0663489	nm0180085	1	False	False
nm0663489	nm0255910	1	False	False
nm0663489	nm0294195	1	False	False
nm0663489	nm0753251	1	False	False
nm0663489	nm0789443	1	False	False
nm0663489	nm2041001	1	False	False
nm0663489	nm2210824	1	False	False
nm0663490	nm0353456	1	False	False
nm0663490	nm0385426	1	False	False
nm0663490	nm0644749	1	False	False
nm0663490	nm0765956	1	False	False
nm0664799	nm0057896	1	False	False
nm0664799	nm0795925	1	False	False
nm0664799	nm1212523	1	False	False
nm0664799	nm1222066	1	False	False
nm0664799	nm1334133	1	False	False
nm0664799	nm1928189	1	False	False
nm0665041	nm0706228	1	False	False
nm0665321	nm0073706	1	False	False
nm0665321	nm0388112	1	False	False
nm0665322	nm0073706	1	False	False
nm0665322	nm0319666	1	False	False
nm0665322	nm0388112	1	False	False
nm0665322	nm0475970	1	False	False
nm0665322	nm4558657	1	False	False
nm0666203	nm0434838	3	False	False
nm0666392	nm0338965	1	False	False
nm0666392	nm0677725	1	False	False
nm0666392	nm1180074	1	False	False
nm0668797	nm0016403	1	False	False
nm0668797	nm0156291	1	False	False
nm0668797	nm0795533	1	False	False
nm0668902	nm0939537	1	False	False
nm0668902	nm5027526	1	False	False
nm0669049	nm0317354	3	False	False
nm0669049	nm0899555	2	False	False
nm0669756	nm0330430	1	False	False
nm0670782	nm0408417	1	False	False
nm0670782	nm0425717	2	False	False
nm0670782	nm0467513	1	False	False
nm0670782	nm0861769	2	False	False
nm0670782	nm6138297	1	False	False
nm0671856	nm0203374	1	False	False
nm0671856	nm0934855	1	False	False
nm0671952	nm0000225	2	False	False
nm0671952	nm0616793	1	False	False
nm0672015	nm0178944	1	False	False
nm0672015	nm0480804	2	False	False
nm0672121	nm0353456	1	False	False
nm0672121	nm0804759	1	False	False
nm0673623	nm0248074	1	False	False
nm0673623	nm2502625	1	False	False
nm0674197	nm0003945	2	False	False
nm0674266	nm0109455	1	False	False
nm0674266	nm0400233	1	False	False
nm0674266	nm0663764	4	False	False
nm0674266	nm1121466	2	False	False
nm0674266	nm1121467	2	False	False
nm0675204	nm0066584	1	False	False
nm0675204	nm0085183	3	False	False
nm0675204	nm0224769	3	False	False
nm0675204	nm0325180	1	False	False
nm0675204	nm0548299	1	False	False
nm0675204	nm0548932	1	False	False
nm0675204	nm0575151	1	False	False
nm0675204	nm0695219	1	False	False
nm0675204	nm0765956	1	False	False
nm0675204	nm1618213	1	False	False
nm0675204	nm2467614	1	False	False
nm0675219	nm0004475	1	False	False
nm0675219	nm0213928	1	False	False
nm0675219	nm0438432	1	False	False
nm0675219	nm0576182	1	False	False
nm0675219	nm0588612	2	False	False
nm0675219	nm0639681	1	False	False
nm0675219	nm0663197	1	False	False
nm0675219	nm0800358	1	False	False
nm0675219	nm0859490	1	False	False
nm0675476	nm0939537	1	False	False
nm0675476	nm5027526	1	False	False
nm0676671	nm0163102	1	False	False
nm0676671	nm0319685	5	False	False
nm0676671	nm0472600	1	False	False
nm0676671	nm6446567	1	False	False
nm0676892	nm0057463	1	False	False
nm0676892	nm0187351	1	False	False
nm0676892	nm0213928	5	False	False
nm0676892	nm0504716	2	False	False
nm0676892	nm1028478	2	False	False
nm0677048	nm0664176	1	False	False
nm0677048	nm0994848	1	False	False
nm0677315	nm0223209	4	False	False
nm0677315	nm0420246	2	False	False
nm0677956	nm0408417	1	False	False
nm0677956	nm0813313	1	False	False
nm0677956	nm1278270	3	False	False
nm0678104	nm0614203	1	False	False
nm0678742	nm0397500	1	False	False
nm0679037	nm0122693	1	False	False
